날짜,종가,오픈,고가,저가,거래량,변동 %
2019년 10월 14일,"220,800","214,700","221,500","214,000",23.53K,2.84%
2019년 10월 13일,"214,700","213,700","218,300","212,400",13.26K,0.37%
2019년 10월 12일,"213,900","215,000","219,300","212,000",16.73K,-0.37%
2019년 10월 11일,"214,700","227,000","233,700","213,600",22.43K,-5.42%
2019년 10월 10일,"227,000","229,400","230,700","222,900",14.00K,-1.05%
2019년 10월 09일,"229,400","214,900","232,300","213,500",37.22K,6.75%
2019년 10월 08일,"214,900","214,000","220,000","211,500",10.74K,0.47%
2019년 10월 07일,"213,900","204,300","217,300","202,100",25.70K,4.65%
2019년 10월 06일,"204,400","211,000","211,500","202,100",24.66K,-3.08%
2019년 10월 05일,"210,900","210,700","211,800","205,800",12.21K,0.19%
2019년 10월 04일,"210,500","211,000","214,700","205,800",15.91K,-0.09%
2019년 10월 03일,"210,700","217,700","218,000","206,100",16.94K,-3.26%
2019년 10월 02일,"217,800","212,000","218,600","209,500",16.39K,2.78%
2019년 10월 01일,"211,900","217,000","223,200","209,100",26.72K,-2.26%
2019년 09월 30일,"216,800","203,700","217,300","198,300",30.15K,6.43%
2019년 09월 29일,"203,700","209,100","210,000","198,600",21.96K,-2.49%
2019년 09월 28일,"208,900","208,800","211,000","202,300",37.83K,0.05%
2019년 09월 27일,"208,800","199,800","211,900","193,200",48.19K,4.56%
2019년 09월 26일,"199,700","204,500","206,000","185,000",92.97K,-2.39%
2019년 09월 25일,"204,600","200,400","211,600","193,300",41.15K,2.20%
2019년 09월 24일,"200,200","239,600","241,900","186,900",179.00K,-16.37%
2019년 09월 23일,"239,400","251,400","252,100","237,200",31.00K,-4.62%
2019년 09월 22일,"251,000","256,100","256,500","245,700",16.17K,-1.91%
2019년 09월 21일,"255,900","259,000","262,700","254,200",15.53K,-1.31%
2019년 09월 20일,"259,300","262,000","263,400","253,000",28.15K,-1.07%
2019년 09월 19일,"262,100","249,100","266,600","240,400",56.78K,5.13%
2019년 09월 18일,"249,300","245,900","257,100","245,900",16.05K,1.30%
2019년 09월 17일,"246,100","233,500","254,000","231,800",39.87K,5.40%
2019년 09월 16일,"233,500","223,500","235,600","223,200",27.46K,4.47%
2019년 09월 15일,"223,500","222,800","225,500","220,100",9.36K,0.22%
2019년 09월 14일,"223,000","215,400","223,600","214,000",20.02K,3.53%
2019년 09월 13일,"215,400","215,700","217,400","212,000",7.64K,-0.05%
2019년 09월 12일,"215,500","213,400","217,300","212,000",10.46K,1.03%
2019년 09월 11일,"213,300","215,000","217,900","209,700",10.46K,-0.79%
2019년 09월 10일,"215,000","214,500","219,000","212,100",11.96K,0.19%
2019년 09월 09일,"214,600","215,800","220,400","209,700",34.18K,-0.65%
2019년 09월 08일,"216,000","211,900","218,800","211,000",20.98K,1.98%
2019년 09월 07일,"211,800","202,600","215,300","201,900",49.25K,4.59%
2019년 09월 06일,"202,500","208,200","212,200","199,600",34.35K,-2.78%
2019년 09월 05일,"208,300","209,200","210,000","204,300",278.45K,-0.43%
2019년 09월 04일,"209,200","214,300","215,700","207,900",13.67K,-2.38%
2019년 09월 03일,"214,300","214,100","219,800","210,600",55.37K,0.14%
2019년 09월 02일,"214,000","206,400","218,000","205,200",208.48K,3.58%
2019년 09월 01일,"206,600","207,700","209,900","203,500",480.94K,-0.58%
2019년 08월 31일,"207,800","204,600","211,000","201,900",371.87K,1.46%
2019년 08월 30일,"204,800","205,200","208,100","201,500",7.60K,-0.19%
2019년 08월 29일,"205,200","209,700","209,800","199,500",13.85K,-2.33%
2019년 08월 28일,"210,100","224,500","225,500","204,500",38.40K,-6.54%
2019년 08월 27일,"224,800","225,900","227,400","222,600",4.92K,-0.49%
2019년 08월 26일,"225,900","225,000","231,300","223,600",7.12K,0.40%
2019년 08월 25일,"225,000","229,600","231,300","221,500",11.58K,-2.09%
2019년 08월 24일,"229,800","232,800","232,800","225,200",5.72K,-1.20%
2019년 08월 23일,"232,600","230,200","235,400","228,200",8.60K,1.04%
2019년 08월 22일,"230,200","227,300","236,000","221,600",14.85K,1.37%
2019년 08월 21일,"227,100","227,700","229,400","220,200",8.22K,-3.73%
2019년 08월 18일,"235,900","226,000","238,200","222,700",33.39K,4.43%
2019년 08월 17일,"225,900","225,300","227,400","222,000",20.90K,0.31%
2019년 08월 16일,"225,200","230,400","230,800","218,500",47.76K,-2.38%
2019년 08월 15일,"230,700","227,000","231,500","211,500",79.92K,1.63%
2019년 08월 14일,"227,000","251,900","253,400","225,000",68.95K,-9.88%
2019년 08월 13일,"251,900","254,300","255,000","245,100",35.45K,-0.94%
2019년 08월 12일,"254,300","259,900","260,400","252,800",19.92K,-2.15%
2019년 08월 11일,"259,900","250,000","260,100","249,400",33.45K,3.92%
2019년 08월 10일,"250,100","252,600","257,300","245,000",40.48K,-0.99%
2019년 08월 09일,"252,600","263,500","263,800","249,800",46.13K,-4.06%
2019년 08월 08일,"263,300","268,800","270,000","258,900",33.13K,-2.05%
2019년 08월 07일,"268,800","271,900","275,000","264,700",42.21K,-1.14%
2019년 08월 06일,"271,900","280,100","282,500","267,400",71.46K,-2.93%
2019년 08월 05일,"280,100","262,600","281,000","262,600",72.52K,6.66%
2019년 08월 04일,"262,600","262,600","264,200","256,500",26.92K,0.00%
2019년 08월 03일,"262,600","260,400","266,500","259,000",28.28K,0.84%
2019년 08월 02일,"260,400","257,100","264,800","255,000",44.44K,1.28%
2019년 08월 01일,"257,100","259,100","260,000","250,600",37.05K,-0.77%
2019년 07월 31일,"259,100","248,100","259,500","247,900",43.31K,4.43%
2019년 07월 30일,"248,100","250,000","253,300","243,300",31.50K,-0.76%
2019년 07월 29일,"250,000","250,900","254,900","245,100",31.24K,-0.36%
2019년 07월 28일,"250,900","247,200","253,400","238,100",33.34K,1.50%
2019년 07월 27일,"247,200","260,000","263,500","241,700",51.25K,-4.92%
2019년 07월 26일,"260,000","260,300","261,100","252,900",32.94K,-0.12%
2019년 07월 25일,"260,300","257,100","267,200","256,100",48.25K,1.28%
2019년 07월 24일,"257,000","254,000","259,200","239,500",73.18K,1.18%
2019년 07월 23일,"254,000","259,200","260,900","250,000",48.28K,-2.01%
2019년 07월 22일,"259,200","267,500","270,800","254,000",39.30K,-3.14%
2019년 07월 21일,"267,600","271,400","272,700","259,700",42.24K,-1.44%
2019년 07월 20일,"271,500","263,200","278,400","262,900",61.53K,3.15%
2019년 07월 19일,"263,200","268,600","270,000","256,700",54.26K,-2.01%
2019년 07월 18일,"268,600","253,700","272,500","246,100",111.67K,5.87%
2019년 07월 17일,"253,700","241,000","263,000","231,200",116.72K,5.27%
2019년 07월 16일,"241,000","278,000","284,000","236,100",139.08K,-13.18%
2019년 07월 15일,"277,600","275,900","284,900","245,700",164.80K,0.62%
2019년 07월 14일,"275,900","327,300","327,500","272,700",106.11K,-15.70%
2019년 07월 13일,"327,300","331,300","332,500","322,000",27.79K,-1.21%
2019년 07월 12일,"331,300","326,300","336,900","319,300",61.35K,1.53%
2019년 07월 11일,"326,300","349,400","349,400","318,000",93.80K,-6.53%
2019년 07월 10일,"349,100","366,500","372,600","337,900",93.61K,-4.75%
2019년 07월 09일,"366,500","371,600","377,100","361,900",60.10K,-1.37%
2019년 07월 08일,"371,600","364,600","374,500","359,700",58.67K,1.95%
2019년 07월 07일,"364,500","348,500","370,000","344,700",47.86K,4.59%
2019년 07월 06일,"348,500","349,000","355,900","345,000",39.91K,-0.14%
2019년 07월 05일,"349,000","342,500","357,000","340,100",52.10K,1.78%
2019년 07월 04일,"342,900","363,800","365,300","340,400",54.48K,-5.74%
2019년 07월 03일,"363,800","355,200","368,600","351,000",82.80K,2.42%
2019년 07월 02일,"355,200","361,100","365,000","330,500",125.40K,-1.63%
2019년 07월 01일,"361,100","366,200","373,000","343,200",112.71K,-1.18%
2019년 06월 30일,"365,400","389,100","395,900","363,000",92.05K,-6.19%
2019년 06월 29일,"389,500","384,400","397,000","366,400",96.05K,1.33%
2019년 06월 28일,"384,400","369,000","386,000","364,900",120.12K,4.17%
2019년 06월 27일,"369,000","411,400","422,100","345,700",301.58K,-10.39%
2019년 06월 26일,"411,800","376,500","440,700","374,400",291.45K,9.38%
2019년 06월 25일,"376,500","363,500","378,200","361,700",82.31K,3.58%
2019년 06월 24일,"363,500","359,500","366,500","349,800",64.36K,1.11%
2019년 06월 23일,"359,500","358,500","368,900","352,800",76.13K,0.28%
2019년 06월 22일,"358,500","348,000","365,900","345,100",158.95K,3.02%
2019년 06월 21일,"348,000","323,500","349,400","323,400",128.83K,7.54%
2019년 06월 20일,"323,600","320,300","325,800","316,500",50.82K,1.03%
2019년 06월 19일,"320,300","317,300","322,200","316,400",34.37K,0.95%
2019년 06월 18일,"317,300","324,400","324,900","314,400",57.57K,-2.34%
2019년 06월 17일,"324,900","320,600","326,000","319,600",54.44K,1.40%
2019년 06월 16일,"320,400","320,000","330,600","317,000",84.17K,0.13%
2019년 06월 15일,"320,000","317,800","320,500","312,900",33.53K,0.69%
2019년 06월 14일,"317,800","308,400","320,000","305,600",60.10K,3.05%
2019년 06월 13일,"308,400","315,000","316,900","307,600",50.61K,-2.28%
2019년 06월 12일,"315,600","297,200","315,900","295,600",65.80K,6.12%
2019년 06월 11일,"297,400","301,300","302,100","291,200",51.65K,-1.29%
2019년 06월 10일,"301,300","286,200","301,400","280,300",61.88K,5.28%
2019년 06월 09일,"286,200","300,000","301,000","283,200",43.38K,-4.60%
2019년 06월 08일,"300,000","304,000","306,100","298,000",28.14K,-1.32%
2019년 06월 07일,"304,000","303,000","307,300","296,700",55.75K,0.33%
2019년 06월 06일,"303,000","301,800","305,000","288,600",49.84K,0.40%
2019년 06월 05일,"301,800","297,300","306,500","292,500",62.34K,1.51%
2019년 06월 04일,"297,300","307,600","311,500","288,300",121.44K,-3.38%
2019년 06월 03일,"307,700","324,000","325,500","307,600",87.42K,-5.03%
2019년 06월 02일,"324,000","319,800","328,600","319,200",47.34K,1.35%
2019년 06월 01일,"319,700","324,400","333,700","316,700",72.43K,-1.45%
2019년 05월 31일,"324,400","312,500","325,100","300,600",116.60K,3.97%
2019년 05월 30일,"312,000","321,400","345,000","298,200",229.69K,-2.92%
2019년 05월 29일,"321,400","321,400","329,300","311,200",101.46K,0.00%
2019년 05월 28일,"321,400","321,200","326,400","316,200",82.14K,0.06%
2019년 05월 27일,"321,200","316,300","330,000","313,800",122.23K,1.55%
2019년 05월 26일,"316,300","299,500","320,300","292,900",110.10K,5.68%
2019년 05월 25일,"299,300","298,200","307,000","296,200",76.28K,0.37%
2019년 05월 24일,"298,200","295,800","303,500","290,800",111.05K,0.81%
2019년 05월 23일,"295,800","296,600","299,200","279,000",146.80K,-0.34%
2019년 05월 22일,"296,800","304,300","311,000","292,900",127.63K,-2.56%
2019년 05월 21일,"304,600","302,100","312,400","297,900",139.77K,0.83%
2019년 05월 20일,"302,100","308,700","308,700","290,000",141.35K,-2.14%
2019년 05월 19일,"308,700","283,100","312,700","282,000",208.15K,8.97%
2019년 05월 18일,"283,300","295,000","302,300","281,600",181.11K,-3.97%
2019년 05월 17일,"295,000","317,700","323,500","269,000",457.61K,-7.00%
2019년 05월 16일,"317,200","292,000","332,500","289,100",526.09K,8.63%
2019년 05월 15일,"292,000","259,900","293,800","259,300",291.96K,12.44%
2019년 05월 14일,"259,700","231,500","262,500","230,300",257.38K,12.18%
2019년 05월 13일,"231,500","220,600","241,300","217,400",189.43K,4.94%
2019년 05월 12일,"220,600","223,900","236,800","213,400",180.00K,-1.47%
2019년 05월 11일,"223,900","203,600","236,000","203,400",207.17K,9.97%
2019년 05월 10일,"203,600","200,900","206,800","198,500",81.60K,1.34%
2019년 05월 09일,"200,900","198,500","201,800","196,200",58.53K,1.21%
2019년 05월 08일,"198,500","195,200","200,200","190,800",60.82K,1.69%
2019년 05월 07일,"195,200","198,200","208,500","193,900",108.30K,-1.51%
2019년 05월 06일,"198,200","189,100","204,200","185,900",82.55K,4.81%
2019년 05월 05일,"189,100","188,500","190,400","185,100",25.45K,0.32%
2019년 05월 04일,"188,500","191,800","195,400","185,100",43.18K,-1.72%
2019년 05월 03일,"191,800","186,500","195,800","185,100",66.46K,2.84%
2019년 05월 02일,"186,500","184,400","188,000","183,400",34.32K,1.14%
2019년 05월 01일,"184,400","185,900","188,500","182,200",31.16K,-0.81%
2019년 04월 30일,"185,900","178,600","187,000","178,200",49.61K,4.09%
2019년 04월 29일,"178,600","182,600","183,700","175,000",48.55K,-2.19%
2019년 04월 28일,"182,600","183,400","185,600","182,000",34.82K,-0.44%
2019년 04월 27일,"183,400","182,600","186,300","180,900",26.01K,0.44%
2019년 04월 26일,"182,600","181,400","186,300","176,800",72.03K,0.66%
2019년 04월 25일,"181,400","195,500","196,300","180,800",66.08K,-7.21%
2019년 04월 24일,"195,500","198,600","199,600","190,300",76.44K,-1.56%
2019년 04월 23일,"198,600","198,700","204,900","196,900",76.15K,-0.05%
2019년 04월 22일,"198,700","197,300","200,500","195,800",47.06K,0.71%
2019년 04월 21일,"197,300","200,900","201,600","193,600",51.44K,-1.65%
2019년 04월 20일,"200,600","199,800","204,500","198,200",42.37K,0.40%
2019년 04월 19일,"199,800","199,500","200,500","195,200",49.20K,0.15%
2019년 04월 18일,"199,500","191,100","202,000","190,400",114.68K,4.40%
2019년 04월 17일,"191,100","192,600","194,500","189,900",59.64K,-0.68%
2019년 04월 16일,"192,400","185,600","192,900","184,800",48.19K,3.61%
2019년 04월 15일,"185,700","192,400","194,000","182,300",69.19K,-3.48%
2019년 04월 14일,"192,400","188,900","193,900","186,400",23.26K,1.85%
2019년 04월 13일,"188,900","190,900","192,200","185,200",38.43K,-1.00%
2019년 04월 12일,"190,800","190,200","191,800","181,000",58.26K,0.37%
2019년 04월 11일,"190,100","204,000","204,600","183,000",110.24K,-6.81%
2019년 04월 10일,"204,000","200,900","209,000","197,200",62.49K,1.29%
2019년 04월 09일,"201,400","206,100","206,500","198,700",41.40K,-2.38%
2019년 04월 08일,"206,300","196,400","211,300","195,200",149.61K,5.04%
2019년 04월 07일,"196,400","185,700","197,600","184,600",61.55K,5.76%
2019년 04월 06일,"185,700","184,300","193,600","179,200",61.31K,0.81%
2019년 04월 05일,"184,200","176,300","188,000","176,100",71.51K,4.48%
2019년 04월 04일,"176,300","181,100","184,600","172,700",79.48K,-2.65%
2019년 04월 03일,"181,100","179,100","195,600","172,000",196.39K,1.00%
2019년 04월 02일,"179,300","159,400","180,000","159,100",152.25K,12.48%
2019년 04월 01일,"159,400","159,300","160,200","157,900",75.13K,0.06%
2019년 03월 31일,"159,300","160,500","160,700","158,200",37.07K,-0.75%
2019년 03월 30일,"160,500","162,100","164,800","158,000",70.44K,-0.93%
2019년 03월 29일,"162,000","155,700","162,400","155,700",84.68K,4.05%
2019년 03월 28일,"155,700","156,900","157,000","155,100",43.58K,-0.76%
2019년 03월 27일,"156,900","152,700","157,700","152,400",82.59K,2.75%
2019년 03월 26일,"152,700","152,300","153,000","150,300",46.69K,0.20%
2019년 03월 25일,"152,400","154,300","155,300","150,100",58.04K,-1.23%
2019년 03월 24일,"154,300","154,600","155,400","153,200",38.89K,-0.26%
2019년 03월 23일,"154,700","153,200","155,400","153,000",33.50K,0.91%
2019년 03월 22일,"153,300","152,300","154,600","151,900",58.10K,0.66%
2019년 03월 21일,"152,300","156,000","156,700","150,000",76.60K,-2.37%
2019년 03월 20일,"156,000","155,000","156,300","153,200",65.02K,0.65%
2019년 03월 19일,"155,000","153,800","155,500","153,400",53.68K,0.78%
2019년 03월 18일,"153,800","154,100","157,700","152,400",78.92K,-0.19%
2019년 03월 17일,"154,100","156,100","156,100","152,200",39.08K,-1.28%
2019년 03월 16일,"156,100","151,500","159,600","151,500",84.14K,2.90%
2019년 03월 15일,"151,700","147,900","153,000","147,800",70.84K,2.57%
2019년 03월 14일,"147,900","147,300","150,800","145,500",58.34K,0.41%
2019년 03월 13일,"147,300","148,800","149,100","146,600",56.63K,-1.01%
2019년 03월 12일,"148,800","148,600","150,900","143,600",80.59K,0.34%
2019년 03월 11일,"148,300","149,800","151,200","146,700",81.93K,-0.94%
2019년 03월 10일,"149,700","151,700","151,800","148,700",48.13K,-1.32%
2019년 03월 09일,"151,700","149,100","153,100","148,100",77.07K,1.74%
2019년 03월 08일,"149,100","151,400","154,000","145,600",101.02K,-1.65%
2019년 03월 07일,"151,600","151,500","154,000","150,400",73.12K,0.07%
2019년 03월 06일,"151,500","150,400","154,400","147,500",98.02K,0.73%
2019년 03월 05일,"150,400","140,500","151,000","139,800",100.50K,7.05%
2019년 03월 04일,"140,500","145,300","145,600","138,000",108.81K,-3.30%
2019년 03월 03일,"145,300","147,600","150,000","142,900",52.93K,-1.56%
2019년 03월 02일,"147,600","150,200","151,300","145,000",83.25K,-1.73%
2019년 03월 01일,"150,200","150,400","152,700","150,000",45.99K,-0.13%
2019년 02월 28일,"150,400","150,600","154,100","147,600",117.66K,-0.13%
2019년 02월 27일,"150,600","151,500","155,500","142,600",124.81K,-0.73%
2019년 02월 26일,"151,700","153,300","153,600","148,800",86.94K,-1.04%
2019년 02월 25일,"153,300","148,200","156,500","147,900",156.71K,3.51%
2019년 02월 24일,"148,100","171,500","180,000","147,800",292.76K,-13.64%
2019년 02월 23일,"171,500","161,800","172,100","160,700",87.75K,6.00%
2019년 02월 22일,"161,800","160,000","163,300","159,100",73.54K,1.13%
2019년 02월 21일,"160,000","161,500","163,800","157,600",81.51K,-0.99%
2019년 02월 20일,"161,600","156,200","162,300","152,500",124.39K,3.39%
2019년 02월 19일,"156,300","158,500","163,700","155,800",146.14K,-1.39%
2019년 02월 18일,"158,500","147,400","160,300","146,200",201.30K,7.53%
2019년 02월 17일,"147,400","135,800","149,400","135,700",128.71K,8.54%
2019년 02월 16일,"135,800","134,700","137,500","134,600",31.82K,0.82%
2019년 02월 15일,"134,700","133,700","137,500","133,500",55.45K,0.75%
2019년 02월 14일,"133,700","134,800","137,100","133,500",56.76K,-0.82%
2019년 02월 13일,"134,800","134,100","138,500","133,400",63.68K,0.60%
2019년 02월 12일,"134,000","132,700","135,500","130,500",70.25K,0.98%
2019년 02월 11일,"132,700","137,200","137,200","131,400",105.65K,-3.28%
2019년 02월 10일,"137,200","130,000","138,000","126,200",86.49K,5.54%
2019년 02월 09일,"130,000","130,200","131,800","128,900",79.28K,-0.23%
2019년 02월 08일,"130,300","116,500","133,500","115,400",148.94K,11.85%
2019년 02월 07일,"116,500","116,500","117,800","115,800",46.73K,0.00%
2019년 02월 06일,"116,500","118,900","119,100","112,800",76.01K,-1.85%
2019년 02월 05일,"118,700","118,800","119,500","118,000",34.00K,-0.08%
2019년 02월 04일,"118,800","118,600","120,700","117,800",29.40K,0.17%
2019년 02월 03일,"118,600","121,400","122,200","117,300",37.02K,-2.31%
2019년 02월 02일,"121,400","117,600","122,000","117,000",38.68K,3.23%
2019년 02월 01일,"117,600","117,000","119,200","114,200",56.54K,0.51%
2019년 01월 31일,"117,000","119,500","122,000","116,000",69.86K,-2.09%
2019년 01월 30일,"119,500","116,200","121,000","115,200",100.58K,2.84%
2019년 01월 29일,"116,200","117,700","118,400","114,000",61.53K,-1.27%
2019년 01월 28일,"117,700","124,500","125,300","112,800",114.81K,-5.46%
2019년 01월 27일,"124,500","128,100","128,900","123,700",46.76K,-3.11%
2019년 01월 26일,"128,500","128,000","130,600","127,700",32.57K,0.39%
2019년 01월 25일,"128,000","129,700","130,900","127,000",58.52K,-1.31%
2019년 01월 24일,"129,700","130,900","131,100","127,800",42.02K,-0.92%
2019년 01월 23일,"130,900","132,300","133,100","129,400",51.36K,-1.06%
2019년 01월 22일,"132,300","130,400","134,000","126,000",78.69K,1.46%
2019년 01월 21일,"130,400","132,200","132,800","128,000",67.33K,-1.36%
2019년 01월 20일,"132,200","137,500","138,400","130,300",64.78K,-3.92%
2019년 01월 19일,"137,600","134,100","140,700","134,100",56.29K,2.61%
2019년 01월 18일,"134,100","136,900","137,200","132,800",62.70K,-2.12%
2019년 01월 17일,"137,000","137,200","138,500","132,200",84.53K,-0.15%
2019년 01월 16일,"137,200","135,300","142,700","134,000",156.01K,1.40%
2019년 01월 15일,"135,300","143,400","146,000","132,000",158.78K,-5.65%
2019년 01월 14일,"143,400","130,000","147,100","130,000",211.39K,10.31%
2019년 01월 13일,"130,000","140,800","141,200","128,500",108.76K,-7.67%
2019년 01월 12일,"140,800","142,100","145,000","139,200",84.45K,-0.91%
2019년 01월 11일,"142,100","142,700","146,800","137,000",147.54K,-0.42%
2019년 01월 10일,"142,700","166,100","167,800","138,900",269.28K,-14.09%
2019년 01월 09일,"166,100","167,200","171,100","165,600",320.63K,-0.72%
2019년 01월 08일,"167,300","168,800","170,900","164,000",364.06K,-0.89%
2019년 01월 07일,"168,800","174,100","175,600","167,400",406.38K,-3.04%
2019년 01월 06일,"174,100","174,100","177,500","168,400",408.63K,0.00%
2019년 01월 05일,"174,100","172,900","181,000","172,900",545.95K,0.64%
2019년 01월 04일,"173,000","166,500","176,000","164,000",644.54K,3.90%
2019년 01월 03일,"166,500","171,200","173,800","163,500",398.70K,-2.75%
2019년 01월 02일,"171,200","157,200","174,000","156,100",316.88K,8.91%
2019년 01월 01일,"157,200","149,300","158,400","147,700",161.48K,5.22%
2018년 12월 31일,"149,400","155,500","156,100","145,100",136.69K,-3.92%
2018년 12월 30일,"155,500","151,100","157,100","145,900",169.99K,2.91%
2018년 12월 29일,"151,100","154,000","164,300","145,800",215.43K,-1.24%
2018년 12월 28일,"153,000","131,600","153,900","127,700",199.60K,16.26%
2018년 12월 27일,"131,600","146,800","148,800","129,300",148.40K,-10.35%
2018년 12월 26일,"146,800","144,500","153,300","139,500",174.86K,1.59%
2018년 12월 25일,"144,500","156,300","157,900","137,400",250.58K,-7.73%
2018년 12월 24일,"156,600","145,500","177,100","144,900",420.71K,7.70%
2018년 12월 23일,"145,400","130,500","148,400","130,200",445.87K,11.42%
2018년 12월 22일,"130,500","121,300","130,700","119,100",112.21K,7.50%
2018년 12월 21일,"121,400","128,200","135,000","118,100",198.06K,-5.30%
2018년 12월 20일,"128,200","111,100","131,300","110,000",209.88K,15.60%
2018년 12월 19일,"110,900","112,700","121,000","110,700",159.86K,-1.60%
2018년 12월 18일,"112,700","105,200","113,400","102,600",96.25K,7.13%
2018년 12월 17일,"105,200","95,500","107,600","95,200",111.46K,10.16%
2018년 12월 16일,"95,500","94,550","98,450","94,550",39.49K,0.95%
2018년 12월 15일,"94,600","94,600","96,100","92,400",44.75K,0.00%
2018년 12월 14일,"94,600","97,300","98,300","93,200",57.63K,-2.77%
2018년 12월 13일,"97,300","101,200","102,400","95,350",116.72K,-3.85%
2018년 12월 12일,"101,200","99,000","102,700","98,400",53.36K,1.86%
2018년 12월 11일,"99,350","101,900","103,900","97,700",64.17K,-2.50%
2018년 12월 10일,"101,900","105,700","108,000","100,100",66.89K,-3.60%
2018년 12월 09일,"105,700","103,000","111,500","100,400",84.40K,2.62%
2018년 12월 08일,"103,000","105,700","111,000","96,100",140.50K,-2.55%
2018년 12월 07일,"105,700","103,100","109,600","93,500",163.83K,2.52%
2018년 12월 06일,"103,100","115,900","117,800","102,500",96.95K,-11.04%
2018년 12월 05일,"115,900","124,000","125,300","115,600",43.77K,-6.53%
2018년 12월 04일,"124,000","122,800","127,900","120,000",53.99K,0.98%
2018년 12월 03일,"122,800","131,500","132,200","121,100",47.94K,-6.47%
2018년 12월 02일,"131,300","133,400","135,800","130,600",32.37K,-1.57%
2018년 12월 01일,"133,400","128,600","136,100","125,800",40.44K,3.73%
2018년 11월 30일,"128,600","133,300","135,200","126,100",49.95K,-3.31%
2018년 11월 29일,"133,000","138,200","140,000","130,000",66.10K,-3.76%
2018년 11월 28일,"138,200","125,700","142,000","125,500",77.00K,9.94%
2018년 11월 27일,"125,700","125,000","129,500","116,600",66.37K,0.56%
2018년 11월 26일,"125,000","133,900","137,400","120,600",108.66K,-6.65%
2018년 11월 25일,"133,900","131,000","137,500","116,700",102.09K,2.21%
2018년 11월 24일,"131,000","142,300","147,400","129,500",59.93K,-7.94%
2018년 11월 23일,"142,300","143,900","146,400","135,500",71.03K,-0.91%
2018년 11월 22일,"143,600","156,500","159,600","143,000",55.92K,-8.48%
2018년 11월 21일,"156,900","152,100","161,000","145,000",96.79K,2.55%
2018년 11월 20일,"153,000","171,500","176,000","145,800",201.53K,-11.05%
2018년 11월 19일,"172,000","203,400","204,000","168,100",95.81K,-15.44%
2018년 11월 18일,"203,400","200,000","204,500","199,900",22.70K,1.70%
2018년 11월 17일,"200,000","201,500","202,800","198,500",22.51K,-0.74%
2018년 11월 16일,"201,500","209,500","210,600","199,000",50.69K,-3.82%
2018년 11월 15일,"209,500","214,800","217,000","198,000",74.34K,-2.33%
2018년 11월 14일,"214,500","235,500","236,800","201,600",77.81K,-8.92%
2018년 11월 13일,"235,500","240,000","240,000","235,100",24.17K,-1.67%
2018년 11월 12일,"239,500","240,100","241,000","238,000",19.48K,-0.25%
2018년 11월 11일,"240,100","240,000","241,000","236,000",111.33K,0.04%
2018년 11월 10일,"240,000","238,000","241,800","236,900",90.83K,0.84%
2018년 11월 09일,"238,000","239,200","243,000","236,000",73.69K,-0.50%
2018년 11월 08일,"239,200","243,300","246,400","237,600",144.75K,-1.69%
2018년 11월 07일,"243,300","244,500","250,000","242,200",57.31K,-0.49%
2018년 11월 06일,"244,500","234,100","245,800","233,000",92.23K,4.44%
2018년 11월 05일,"234,100","236,500","238,000","232,000",126.25K,-1.01%
2018년 11월 04일,"236,500","223,600","244,400","223,100",261.78K,5.77%
2018년 11월 03일,"223,600","225,900","227,300","223,000",408.23K,-1.06%
2018년 11월 02일,"226,000","224,200","227,800","223,800",248.48K,0.67%
2018년 11월 01일,"224,500","223,100","224,800","222,500",357.10K,0.45%
2018년 10월 31일,"223,500","222,300","225,500","219,000",257.76K,0.54%
2018년 10월 30일,"222,300","220,200","223,900","220,200",252.43K,0.95%
2018년 10월 29일,"220,200","229,400","229,800","219,100",231.15K,-3.72%
2018년 10월 28일,"228,700","228,500","230,000","227,500",119.42K,0.09%
2018년 10월 27일,"228,500","228,000","229,500","227,000",114.70K,0.22%
2018년 10월 26일,"228,000","226,500","231,500","225,500",188.96K,0.66%
2018년 10월 25일,"226,500","228,000","228,500","225,000",109.62K,-0.88%
2018년 10월 24일,"228,500","228,500","230,000","227,500",103.80K,0.00%
2018년 10월 23일,"228,500","230,000","231,000","225,500",74.42K,-0.44%
2018년 10월 22일,"229,500","230,000","231,500","228,000",149.96K,-0.22%
2018년 10월 21일,"230,000","231,000","234,000","229,500",144.99K,-0.43%
2018년 10월 20일,"231,000","229,500","233,000","227,500",117.18K,0.87%
2018년 10월 19일,"229,000","229,000","234,000","226,500",71.99K,0.00%
2018년 10월 18일,"229,000","232,000","234,000","227,000",86.51K,-1.29%
2018년 10월 17일,"232,000","234,000","236,000","229,500",96.42K,-0.85%
2018년 10월 16일,"234,000","235,000","237,500","232,000",159.87K,-0.43%
2018년 10월 15일,"235,000","223,500","253,000","220,500",120.74K,5.15%
2018년 10월 14일,"223,500","229,000","231,500","221,500",51.40K,-2.40%
2018년 10월 13일,"229,000","225,000","230,500","225,000",41.33K,1.78%
2018년 10월 12일,"225,000","221,000","232,500","218,500",120.59K,1.81%
2018년 10월 11일,"221,000","256,000","256,000","217,500",153.19K,-13.67%
2018년 10월 10일,"256,000","259,000","259,500","253,000",94.76K,-0.97%
2018년 10월 09일,"258,500","260,500","261,000","257,000",207.90K,-0.77%
2018년 10월 08일,"260,500","256,000","262,500","254,000",90.42K,1.76%
2018년 10월 07일,"256,000","256,000","258,000","252,000",34.63K,0.00%
2018년 10월 06일,"256,000","258,500","259,500","253,000",41.38K,-0.97%
