날짜,종가,오픈,고가,저가,거래량,변동 %
2022년 08월 12일,"2,506,000","2,498,000","2,513,000","2,475,000",11.54K,0.32%
2022년 08월 11일,"2,498,000","2,448,000","2,558,000","2,443,000",8.45K,2.04%
2022년 08월 10일,"2,448,000","2,281,000","2,485,000","2,232,000",11.06K,7.32%
2022년 08월 09일,"2,281,000","2,349,000","2,371,000","2,236,000",6.28K,-2.89%
2022년 08월 08일,"2,349,000","2,252,000","2,391,000","2,246,000",7.18K,4.31%
2022년 08월 07일,"2,252,000","2,245,000","2,284,000","2,224,000",3.59K,0.31%
2022년 08월 06일,"2,245,000","2,295,000","2,312,000","2,241,000",6.12K,-2.18%
2022년 08월 05일,"2,295,000","2,153,000","2,298,000","2,148,000",7.56K,6.60%
2022년 08월 04일,"2,153,000","2,174,000","2,214,000","2,122,000",6.07K,-0.97%
2022년 08월 03일,"2,174,000","2,183,000","2,240,000","2,138,000",6.48K,-0.50%
2022년 08월 02일,"2,185,000","2,162,000","2,225,000","2,081,000",11.59K,1.06%
2022년 08월 01일,"2,162,000","2,215,000","2,245,000","2,137,000",9.58K,-2.39%
2022년 07월 31일,"2,215,000","2,242,000","2,302,000","2,200,000",12.18K,-1.20%
2022년 07월 30일,"2,242,000","2,276,000","2,295,000","2,222,000",9.97K,-1.45%
2022년 07월 29일,"2,275,000","2,260,000","2,326,000","2,187,000",16.95K,0.66%
2022년 07월 28일,"2,260,000","2,151,000","2,328,000","2,109,000",16.05K,5.07%
2022년 07월 27일,"2,151,000","1,936,000","2,157,000","1,903,000",28.41K,11.16%
2022년 07월 26일,"1,935,000","1,925,000","1,941,000","1,815,000",15.57K,0.62%
2022년 07월 25일,"1,923,000","2,108,000","2,126,000","1,922,000",18.14K,-8.78%
2022년 07월 24일,"2,108,000","2,050,000","2,183,000","2,047,000",7.09K,2.83%
2022년 07월 23일,"2,050,000","2,036,000","2,100,000","1,980,000",13.59K,0.84%
2022년 07월 22일,"2,033,000","2,070,000","2,164,000","2,013,000",9.76K,-1.79%
2022년 07월 21일,"2,070,000","1,997,000","2,108,000","1,935,000",8.18K,3.66%
2022년 07월 20일,"1,997,000","2,025,000","2,122,000","1,975,000",12.80K,-1.38%
2022년 07월 19일,"2,025,000","2,073,000","2,140,000","1,968,000",13.49K,-2.41%
2022년 07월 18일,"2,075,000","1,768,000","2,089,000","1,765,000",18.37K,17.36%
2022년 07월 17일,"1,768,000","1,781,000","1,819,000","1,747,000",9.10K,-0.73%
2022년 07월 16일,"1,781,000","1,624,000","1,870,000","1,581,000",15.50K,9.80%
2022년 07월 15일,"1,622,000","1,570,000","1,630,000","1,558,000",34.33K,3.31%
2022년 07월 14일,"1,570,000","1,467,000","1,596,000","1,424,000",14.44K,7.02%
2022년 07월 13일,"1,467,000","1,380,000","1,470,000","1,346,000",8.09K,6.30%
2022년 07월 12일,"1,380,000","1,453,000","1,454,000","1,377,000",8.17K,-5.02%
2022년 07월 11일,"1,453,000","1,530,000","1,536,000","1,450,000",8.07K,-5.03%
2022년 07월 10일,"1,530,000","1,589,000","1,593,000","1,517,000",3.91K,-3.71%
2022년 07월 09일,"1,589,000","1,590,000","1,606,000","1,577,000",1.99K,-0.13%
2022년 07월 08일,"1,591,000","1,609,000","1,650,000","1,567,000",6.37K,-1.24%
2022년 07월 07일,"1,611,000","1,555,000","1,629,000","1,525,000",8.04K,3.60%
2022년 07월 06일,"1,555,000","1,493,000","1,575,000","1,467,000",17.26K,4.15%
2022년 07월 05일,"1,493,000","1,501,000","1,538,000","1,431,000",16.83K,-0.67%
2022년 07월 04일,"1,503,000","1,414,000","1,513,000","1,379,000",9.05K,6.29%
2022년 07월 03일,"1,414,000","1,408,000","1,431,000","1,383,000",3.65K,0.43%
2022년 07월 02일,"1,408,000","1,402,000","1,424,000","1,362,000",4.16K,0.50%
2022년 07월 01일,"1,401,000","1,396,000","1,447,000","1,366,000",6.26K,0.36%
2022년 06월 30일,"1,396,000","1,451,000","1,458,000","1,326,000",8.17K,-3.79%
2022년 06월 29일,"1,451,000","1,498,000","1,507,000","1,431,000",8.28K,-3.14%
2022년 06월 28일,"1,498,000","1,552,000","1,600,000","1,492,000",10.76K,-3.48%
2022년 06월 27일,"1,552,000","1,562,000","1,603,000","1,530,000",8.57K,-0.58%
2022년 06월 26일,"1,561,000","1,607,000","1,658,000","1,559,000",9.19K,-2.86%
2022년 06월 25일,"1,607,000","1,594,000","1,628,000","1,539,000",7.51K,0.82%
2022년 06월 24일,"1,594,000","1,486,000","1,615,000","1,467,000",8.25K,7.27%
2022년 06월 23일,"1,486,000","1,376,000","1,493,000","1,371,000",7.40K,7.99%
2022년 06월 22일,"1,376,000","1,468,000","1,469,000","1,371,000",10.09K,-6.27%
2022년 06월 21일,"1,468,000","1,461,000","1,536,000","1,440,000",9.30K,0.48%
2022년 06월 20일,"1,461,000","1,463,000","1,512,000","1,375,000",12.28K,-0.14%
2022년 06월 19일,"1,463,000","1,312,000","1,490,000","1,237,000",20.37K,11.42%
2022년 06월 18일,"1,313,000","1,429,000","1,446,000","1,194,000",38.96K,-8.18%
2022년 06월 17일,"1,430,000","1,404,000","1,460,000","1,379,000",7.02K,1.85%
2022년 06월 16일,"1,404,000","1,601,000","1,620,000","1,385,000",23.15K,-12.30%
2022년 06월 15일,"1,601,000","1,574,000","1,623,000","1,346,000",37.66K,1.72%
2022년 06월 14일,"1,574,000","1,571,000","1,637,000","1,409,000",8.60K,0.19%
2022년 06월 13일,"1,571,000","1,869,000","1,895,000","1,521,000",23.59K,-15.94%
2022년 06월 12일,"1,869,000","1,999,000","2,009,000","1,854,000",8.98K,-6.50%
2022년 06월 11일,"1,999,000","2,155,000","2,175,000","1,953,000",13.40K,-7.24%
2022년 06월 10일,"2,155,000","2,271,000","2,289,000","2,146,000",6.90K,-5.11%
2022년 06월 09일,"2,271,000","2,281,000","2,317,000","2,264,000",3.24K,-0.48%
2022년 06월 08일,"2,282,000","2,292,000","2,327,000","2,248,000",3.48K,-0.44%
2022년 06월 07일,"2,292,000","2,347,000","2,360,000","2,209,000",10.32K,-2.34%
2022년 06월 06일,"2,347,000","2,294,000","2,410,000","2,293,000",3.57K,2.27%
2022년 06월 05일,"2,295,000","2,292,000","2,314,000","2,257,000",3.04K,0.13%
2022년 06월 04일,"2,292,000","2,263,000","2,303,000","2,234,000",2.42K,1.28%
2022년 06월 03일,"2,263,000","2,307,000","2,315,000","2,214,000",3.49K,-1.91%
2022년 06월 02일,"2,307,000","2,309,000","2,333,000","2,261,000",7.19K,-0.09%
2022년 06월 01일,"2,309,000","2,436,000","2,474,000","2,257,000",11.37K,-5.21%
2022년 05월 31일,"2,436,000","2,495,000","2,515,000","2,421,000",5.51K,-2.36%
2022년 05월 30일,"2,495,000","2,303,000","2,517,000","2,289,000",9.04K,8.34%
2022년 05월 29일,"2,303,000","2,282,000","2,323,000","2,251,000",3.60K,0.83%
2022년 05월 28일,"2,284,000","2,219,000","2,301,000","2,213,000",12.94K,2.93%
2022년 05월 27일,"2,219,000","2,308,000","2,329,000","2,200,000",11.84K,-3.81%
2022년 05월 26일,"2,307,000","2,490,000","2,510,000","2,255,000",23.90K,-7.35%
2022년 05월 25일,"2,490,000","2,519,000","2,561,000","2,474,000",9.09K,-1.15%
2022년 05월 24일,"2,519,000","2,527,000","2,547,000","2,448,000",9.71K,-0.32%
2022년 05월 23일,"2,527,000","2,625,000","2,664,000","2,513,000",15.36K,-3.73%
2022년 05월 22일,"2,625,000","2,549,000","2,638,000","2,542,000",8.36K,2.98%
2022년 05월 21일,"2,549,000","2,532,000","2,564,000","2,511,000",6.16K,0.59%
2022년 05월 20일,"2,534,000","2,580,000","2,646,000","2,490,000",10.85K,-1.82%
2022년 05월 19일,"2,581,000","2,460,000","2,604,000","2,443,000",10.35K,4.96%
2022년 05월 18일,"2,459,000","2,685,000","2,703,000","2,453,000",14.93K,-8.42%
2022년 05월 17일,"2,685,000","2,647,000","2,727,000","2,602,000",12.77K,1.44%
2022년 05월 16일,"2,647,000","2,799,000","2,801,000","2,610,000",12.98K,-5.43%
2022년 05월 15일,"2,799,000","2,726,000","2,818,000","2,661,000",10.82K,2.68%
2022년 05월 14일,"2,726,000","2,675,000","2,755,000","2,602,000",21.50K,1.98%
2022년 05월 13일,"2,673,000","2,601,000","2,820,000","2,573,000",11.39K,2.77%
2022년 05월 12일,"2,601,000","2,828,000","2,947,000","2,389,000",17.08K,-8.03%
2022년 05월 11일,"2,828,000","3,085,000","3,257,000","2,766,000",22.19K,-8.36%
2022년 05월 10일,"3,086,000","3,007,000","3,221,000","2,941,000",23.13K,2.49%
2022년 05월 09일,"3,011,000","3,304,000","3,325,000","3,001,000",23.63K,-8.87%
2022년 05월 08일,"3,304,000","3,450,000","3,456,000","3,280,000",6.10K,-4.23%
2022년 05월 07일,"3,450,000","3,511,000","3,518,000","3,421,000",3.39K,-1.74%
2022년 05월 06일,"3,511,000","3,576,000","3,584,000","3,442,000",3.40K,-1.82%
2022년 05월 05일,"3,576,000","3,749,000","3,773,000","3,548,000",13.53K,-4.61%
2022년 05월 04일,"3,749,000","3,588,000","3,780,000","3,576,000",9.83K,4.49%
2022년 05월 03일,"3,588,000","3,664,000","3,672,000","3,561,000",7.33K,-2.15%
2022년 05월 02일,"3,667,000","3,624,000","3,688,000","3,574,000",8.55K,1.19%
2022년 05월 01일,"3,624,000","3,566,000","3,649,000","3,527,000",7.89K,1.57%
2022년 04월 30일,"3,568,000","3,629,000","3,652,000","3,560,000",5.41K,-1.68%
2022년 04월 29일,"3,629,000","3,736,000","3,746,000","3,597,000",10.20K,-2.86%
2022년 04월 28일,"3,736,000","3,675,000","3,779,000","3,647,000",10.40K,1.63%
2022년 04월 27일,"3,676,000","3,590,000","3,698,000","3,580,000",7.52K,2.40%
2022년 04월 26일,"3,590,000","3,767,000","3,793,000","3,545,000",7.28K,-4.75%
2022년 04월 25일,"3,769,000","3,675,000","3,794,000","3,551,000",4.07K,2.56%
2022년 04월 24일,"3,675,000","3,699,000","3,722,000","3,663,000",3.80K,-0.65%
2022년 04월 23일,"3,699,000","3,724,000","3,739,000","3,670,000",6.93K,-0.67%
2022년 04월 22일,"3,724,000","3,750,000","3,776,000","3,697,000",7.43K,-0.69%
2022년 04월 21일,"3,750,000","3,823,000","3,926,000","3,721,000",4.81K,-1.91%
2022년 04월 20일,"3,823,000","3,846,000","3,923,000","3,790,000",6.26K,-0.60%
2022년 04월 19일,"3,846,000","3,804,000","3,884,000","3,770,000",3.72K,1.10%
2022년 04월 18일,"3,804,000","3,754,000","3,824,000","3,625,000",7.92K,1.33%
2022년 04월 17일,"3,754,000","3,821,000","3,836,000","3,747,000",5.59K,-1.75%
2022년 04월 16일,"3,821,000","3,804,000","3,847,000","3,771,000",3.44K,0.45%
2022년 04월 15일,"3,804,000","3,774,000","3,809,000","3,746,000",3.57K,0.79%
2022년 04월 14일,"3,774,000","3,895,000","3,910,000","3,730,000",8.97K,-3.03%
2022년 04월 13일,"3,892,000","3,809,000","3,908,000","3,766,000",10.23K,2.18%
2022년 04월 12일,"3,809,000","3,762,000","3,875,000","3,707,000",11.33K,1.28%
2022년 04월 11일,"3,761,000","4,003,000","4,019,000","3,726,000",12.81K,-6.14%
2022년 04월 10일,"4,007,000","4,060,000","4,104,000","3,998,000",6.07K,-1.31%
2022년 04월 09일,"4,060,000","3,996,000","4,071,000","3,980,000",3.34K,1.60%
2022년 04월 08일,"3,996,000","3,997,000","4,113,000","3,980,000",3.56K,0.00%
2022년 04월 07일,"3,996,000","3,893,000","4,047,000","3,878,000",6.84K,2.65%
2022년 04월 06일,"3,893,000","4,204,000","4,206,000","3,887,000",10.95K,-7.44%
2022년 04월 05일,"4,206,000","4,312,000","4,335,000","4,200,000",7.80K,-2.44%
2022년 04월 04일,"4,311,000","4,299,000","4,330,000","4,188,000",8.02K,0.28%
2022년 04월 03일,"4,299,000","4,215,000","4,342,000","4,180,000",2.38K,1.99%
2022년 04월 02일,"4,215,000","4,220,000","4,289,000","4,190,000",5.01K,-0.12%
2022년 04월 01일,"4,220,000","3,999,000","4,228,000","3,938,000",8.33K,5.55%
2022년 03월 31일,"3,998,000","4,077,000","4,138,000","3,982,000",9.32K,-1.94%
2022년 03월 30일,"4,077,000","4,090,000","4,120,000","4,016,000",7.80K,-0.32%
2022년 03월 29일,"4,090,000","4,018,000","4,181,000","4,018,000",9.81K,1.79%
2022년 03월 28일,"4,018,000","3,937,000","4,107,000","3,912,000",9.34K,2.06%
2022년 03월 27일,"3,937,000","3,815,000","3,940,000","3,783,000",16.17K,3.14%
2022년 03월 26일,"3,817,000","3,773,000","3,819,000","3,747,000",1.94K,1.17%
2022년 03월 25일,"3,773,000","3,740,000","3,838,000","3,715,000",5.07K,0.88%
2022년 03월 24일,"3,740,000","3,691,000","3,769,000","3,653,000",10.41K,1.33%
2022년 03월 23일,"3,691,000","3,629,000","3,697,000","3,572,000",7.83K,1.74%
2022년 03월 22일,"3,628,000","3,533,000","3,690,000","3,530,000",5.66K,2.69%
2022년 03월 21일,"3,533,000","3,504,000","3,609,000","3,470,000",6.10K,0.83%
2022년 03월 20일,"3,504,000","3,583,000","3,595,000","3,456,000",7.82K,-2.12%
2022년 03월 19일,"3,580,000","3,574,000","3,625,000","3,529,000",3.54K,0.17%
2022년 03월 18일,"3,574,000","3,440,000","3,610,000","3,387,000",7.23K,3.90%
2022년 03월 17일,"3,440,000","3,405,000","3,460,000","3,361,000",4.06K,1.06%
2022년 03월 16일,"3,404,000","3,237,000","3,424,000","3,224,000",6.82K,5.16%
2022년 03월 15일,"3,237,000","3,210,000","3,291,000","3,142,000",8.28K,0.84%
2022년 03월 14일,"3,210,000","3,156,000","3,239,000","3,133,000",6.86K,1.71%
2022년 03월 13일,"3,156,000","3,208,000","3,239,000","3,135,000",5.29K,-1.62%
2022년 03월 12일,"3,208,000","3,188,000","3,251,000","3,182,000",2.67K,0.63%
2022년 03월 11일,"3,188,000","3,235,000","3,317,000","3,148,000",4.73K,-1.45%
2022년 03월 10일,"3,235,000","3,352,000","3,360,000","3,187,000",3.52K,-3.49%
2022년 03월 09일,"3,352,000","3,205,000","3,415,000","3,197,000",4.96K,4.59%
2022년 03월 08일,"3,205,000","3,105,000","3,253,000","3,097,000",4.16K,3.22%
2022년 03월 07일,"3,105,000","3,172,000","3,278,000","3,059,000",10.71K,-2.11%
2022년 03월 06일,"3,172,000","3,291,000","3,306,000","3,161,000",7.49K,-3.62%
2022년 03월 05일,"3,291,000","3,241,000","3,310,000","3,212,000",3.43K,1.54%
2022년 03월 04일,"3,241,000","3,457,000","3,459,000","3,206,000",7.31K,-6.25%
2022년 03월 03일,"3,457,000","3,588,000","3,605,000","3,405,000",8.73K,-3.65%
2022년 03월 02일,"3,588,000","3,603,000","3,671,000","3,534,000",5.65K,-0.42%
2022년 03월 01일,"3,603,000","3,531,000","3,670,000","3,472,000",7.80K,2.04%
2022년 02월 28일,"3,531,000","3,214,000","3,540,000","3,163,000",15.42K,9.86%
2022년 02월 27일,"3,214,000","3,395,000","3,452,000","3,160,000",11.79K,-5.33%
2022년 02월 26일,"3,395,000","3,375,000","3,475,000","3,333,000",5.42K,0.59%
2022년 02월 25일,"3,375,000","3,173,000","3,450,000","3,141,000",11.16K,6.30%
2022년 02월 24일,"3,175,000","3,144,000","3,300,000","2,848,000",21.04K,1.02%
2022년 02월 23일,"3,143,000","3,202,000","3,333,000","3,141,000",10.07K,-1.84%
2022년 02월 22일,"3,202,000","3,143,000","3,240,000","3,062,000",12.01K,1.91%
2022년 02월 21일,"3,142,000","3,214,000","3,350,000","3,128,000",14.94K,-2.21%
2022년 02월 20일,"3,213,000","3,381,000","3,384,000","3,163,000",6.59K,-4.97%
2022년 02월 19일,"3,381,000","3,404,000","3,456,000","3,285,000",1.30K,-0.68%
2022년 02월 18일,"3,404,000","3,518,000","3,576,000","3,365,000",9.39K,-3.24%
2022년 02월 17일,"3,518,000","3,782,000","3,820,000","3,489,000",10.87K,-6.98%
2022년 02월 16일,"3,782,000","3,837,000","3,844,000","3,705,000",7.74K,-1.48%
2022년 02월 15일,"3,839,000","3,556,000","3,850,000","3,532,000",9.47K,7.99%
2022년 02월 14일,"3,555,000","3,512,000","3,597,000","3,450,000",9.99K,1.22%
2022년 02월 13일,"3,512,000","3,568,000","3,600,000","3,468,000",7.71K,-1.57%
2022년 02월 12일,"3,568,000","3,578,000","3,629,000","3,487,000",6.95K,-0.28%
2022년 02월 11일,"3,578,000","3,744,000","3,796,000","3,504,000",13.49K,-4.48%
2022년 02월 10일,"3,746,000","3,910,000","3,947,000","3,740,000",15.04K,-4.22%
2022년 02월 09일,"3,911,000","3,801,000","3,940,000","3,720,000",9.20K,2.89%
2022년 02월 08일,"3,801,000","3,826,000","3,926,000","3,685,000",13.24K,-0.65%
2022년 02월 07일,"3,826,000","3,732,000","3,878,000","3,670,000",10.81K,2.52%
2022년 02월 06일,"3,732,000","3,691,000","3,750,000","3,615,000",7.18K,1.11%
2022년 02월 05일,"3,691,000","3,644,000","3,750,000","3,608,000",6.79K,1.37%
2022년 02월 04일,"3,641,000","3,300,000","3,645,000","3,276,000",13.59K,10.33%
2022년 02월 03일,"3,300,000","3,298,000","3,363,000","3,178,000",10.66K,0.06%
2022년 02월 02일,"3,298,000","3,443,000","3,457,000","3,252,000",13.67K,-4.21%
2022년 02월 01일,"3,443,000","3,296,000","3,456,000","3,287,000",12.89K,4.46%
2022년 01월 31일,"3,296,000","3,239,000","3,326,000","3,077,000",11.02K,1.76%
2022년 01월 30일,"3,239,000","3,221,000","3,271,000","3,166,000",5.09K,0.65%
2022년 01월 29일,"3,218,000","3,141,000","3,248,000","3,118,000",8.54K,2.45%
2022년 01월 28일,"3,141,000","2,986,000","3,155,000","2,925,000",10.60K,5.19%
2022년 01월 27일,"2,986,000","3,012,000","3,085,000","2,875,000",16.10K,-0.86%
2022년 01월 26일,"3,012,000","2,983,000","3,316,000","2,940,000",29.72K,0.94%
2022년 01월 25일,"2,984,000","2,976,000","3,038,000","2,857,000",20.34K,0.27%
2022년 01월 24일,"2,976,000","3,102,000","3,103,000","2,677,000",24.94K,-4.09%
2022년 01월 23일,"3,103,000","2,991,000","3,130,000","2,928,000",12.93K,3.78%
2022년 01월 22일,"2,990,000","3,186,000","3,240,000","2,881,000",13.63K,-6.15%
2022년 01월 21일,"3,186,000","3,666,000","3,688,000","3,089,000",29.17K,-13.09%
2022년 01월 20일,"3,666,000","3,716,000","3,931,000","3,650,000",15.12K,-1.35%
2022년 01월 19일,"3,716,000","3,814,000","3,835,000","3,687,000",3.96K,-2.57%
2022년 01월 18일,"3,814,000","3,914,000","3,935,000","3,744,000",9.59K,-2.58%
2022년 01월 17일,"3,915,000","4,047,000","4,060,000","3,836,000",4.21K,-3.26%
2022년 01월 16일,"4,047,000","4,036,000","4,093,000","3,990,000",4.44K,0.27%
2022년 01월 15일,"4,036,000","4,013,000","4,077,000","3,972,000",3.36K,0.57%
2022년 01월 14일,"4,013,000","3,940,000","4,050,000","3,896,000",2.79K,1.96%
2022년 01월 13일,"3,936,000","4,096,000","4,138,000","3,931,000",13.01K,-3.91%
2022년 01월 12일,"4,096,000","3,967,000","4,136,000","3,913,000",5.01K,3.25%
2022년 01월 11일,"3,967,000","3,774,000","3,977,000","3,728,000",9.26K,5.11%
2022년 01월 10일,"3,774,000","3,890,000","3,914,000","3,605,000",8.90K,-2.98%
2022년 01월 09일,"3,890,000","3,855,000","3,953,000","3,802,000",5.81K,0.91%
2022년 01월 08일,"3,855,000","3,948,000","4,009,000","3,760,000",7.55K,-2.36%
2022년 01월 07일,"3,948,000","4,210,000","4,220,000","3,843,000",6.13K,-6.22%
2022년 01월 06일,"4,210,000","4,378,000","4,400,000","4,082,000",4.59K,-3.84%
2022년 01월 05일,"4,378,000","4,621,000","4,669,000","4,237,000",12.71K,-5.26%
2022년 01월 04일,"4,621,000","4,587,000","4,730,000","4,519,000",4.51K,0.74%
2022년 01월 03일,"4,587,000","4,656,000","4,672,000","4,509,000",3.78K,-1.48%
2022년 01월 02일,"4,656,000","4,577,000","4,677,000","4,545,000",4.11K,1.68%
2022년 01월 01일,"4,579,000","4,506,000","4,584,000","4,505,000",3.81K,1.62%
2021년 12월 31일,"4,506,000","4,499,000","4,630,000","4,440,000",5.13K,0.16%
2021년 12월 30일,"4,499,000","4,452,000","4,578,000","4,401,000",8.73K,1.08%
2021년 12월 29일,"4,451,000","4,644,000","4,677,000","4,418,000",12.75K,-4.16%
2021년 12월 28일,"4,644,000","4,886,000","4,889,000","4,636,000",6.19K,-4.95%
2021년 12월 27일,"4,886,000","4,915,000","4,954,000","4,863,000",3.80K,-0.59%
2021년 12월 26일,"4,915,000","4,962,000","4,974,000","4,889,000",3.53K,-0.95%
2021년 12월 25일,"4,962,000","4,929,000","4,996,000","4,899,000",3.08K,0.67%
2021년 12월 24일,"4,929,000","4,972,000","5,016,000","4,913,000",4.34K,-0.88%
2021년 12월 23일,"4,973,000","4,881,000","5,000,000","4,794,000",8.17K,1.91%
2021년 12월 22일,"4,880,000","4,923,000","4,975,000","4,850,000",4.59K,-0.87%
2021년 12월 21일,"4,923,000","4,852,000","4,977,000","4,807,000",5.11K,1.51%
2021년 12월 20일,"4,850,000","4,895,000","4,934,000","4,688,000",7.51K,-0.92%
2021년 12월 19일,"4,895,000","4,922,000","4,985,000","4,851,000",4.77K,-0.55%
2021년 12월 18일,"4,922,000","4,863,000","4,951,000","4,727,000",3.90K,1.19%
2021년 12월 17일,"4,864,000","4,947,000","4,985,000","4,665,000",10.65K,-1.70%
2021년 12월 16일,"4,948,000","5,021,000","5,106,000","4,937,000",8.48K,-1.45%
2021년 12월 15일,"5,021,000","4,770,000","5,119,000","4,636,000",13.74K,5.26%
2021년 12월 14일,"4,770,000","4,731,000","4,820,000","4,555,000",10.44K,0.82%
2021년 12월 13일,"4,731,000","5,114,000","5,122,000","4,650,000",13.76K,-7.49%
2021년 12월 12일,"5,114,000","5,083,000","5,170,000","4,992,000",4.68K,0.69%
2021년 12월 11일,"5,079,000","4,942,000","5,091,000","4,890,000",4.99K,2.77%
2021년 12월 10일,"4,942,000","5,110,000","5,240,000","4,932,000",8.97K,-3.31%
2021년 12월 09일,"5,111,000","5,453,000","5,493,000","5,095,000",6.87K,-6.27%
2021년 12월 08일,"5,453,000","5,368,000","5,470,000","5,250,000",6.22K,1.58%
2021년 12월 07일,"5,368,000","5,388,000","5,475,000","5,294,000",7.40K,-0.50%
2021년 12월 06일,"5,395,000","5,246,000","5,416,000","4,910,000",9.68K,2.84%
2021년 12월 05일,"5,246,000","5,197,000","5,356,000","5,044,000",8.11K,0.94%
2021년 12월 04일,"5,197,000","5,352,000","5,352,000","4,610,000",8.63K,-2.90%
2021년 12월 03일,"5,352,000","5,609,000","5,740,000","5,263,000",9.98K,-4.58%
2021년 12월 02일,"5,609,000","5,676,000","5,737,000","5,521,000",4.15K,-1.18%
2021년 12월 01일,"5,676,000","5,728,000","5,880,000","5,642,000",1.98K,-0.91%
2021년 11월 30일,"5,728,000","5,548,000","5,868,000","5,427,000",12.67K,3.24%
2021년 11월 29일,"5,548,000","5,424,000","5,561,000","5,383,000",7.83K,2.27%
2021년 11월 28일,"5,425,000","5,248,000","5,448,000","5,100,000",8.88K,3.37%
2021년 11월 27일,"5,248,000","5,139,000","5,318,000","5,110,000",6.52K,2.12%
2021년 11월 26일,"5,139,000","5,607,000","5,650,000","5,060,000",9.52K,-8.35%
2021년 11월 25일,"5,607,000","5,355,000","5,650,000","5,319,000",8.91K,4.71%
2021년 11월 24일,"5,355,000","5,398,000","5,440,000","5,236,000",9.52K,-0.80%
2021년 11월 23일,"5,398,000","5,118,000","5,450,000","5,083,000",8.73K,5.49%
2021년 11월 22일,"5,117,000","5,303,000","5,337,000","5,070,000",11.42K,-3.51%
2021년 11월 21일,"5,303,000","5,450,000","5,468,000","5,284,000",4.92K,-2.72%
2021년 11월 20일,"5,451,000","5,310,000","5,487,000","5,223,000",7.77K,2.66%
2021년 11월 19일,"5,310,000","4,945,000","5,327,000","4,924,000",5.76K,7.38%
2021년 11월 18일,"4,945,000","5,257,000","5,318,000","4,895,000",16.35K,-5.95%
2021년 11월 17일,"5,258,000","5,177,000","5,266,000","5,000,000",8.08K,1.56%
2021년 11월 16일,"5,177,000","5,562,000","5,562,000","5,128,000",9.71K,-6.92%
2021년 11월 15일,"5,562,000","5,606,000","5,745,000","5,533,000",6.55K,-0.78%
2021년 11월 14일,"5,606,000","5,616,000","5,679,000","5,500,000",5.45K,-0.18%
2021년 11월 13일,"5,616,000","5,687,000","5,729,000","5,578,000",3.49K,-1.25%
2021년 11월 12일,"5,687,000","5,745,000","5,814,000","5,541,000",7.47K,-1.01%
2021년 11월 11일,"5,745,000","5,670,000","5,793,000","5,596,000",5.57K,1.25%
2021년 11월 10일,"5,674,000","5,706,000","5,816,000","5,545,000",15.82K,-0.56%
2021년 11월 09일,"5,706,000","5,802,000","5,814,000","5,681,000",7.74K,-1.65%
2021년 11월 08일,"5,802,000","5,589,000","5,814,000","5,589,000",7.81K,3.77%
2021년 11월 07일,"5,591,000","5,476,000","5,610,000","5,466,000",4.44K,2.10%
2021년 11월 06일,"5,476,000","5,440,000","5,490,000","5,328,000",5.97K,0.62%
2021년 11월 05일,"5,442,000","5,444,000","5,477,000","5,381,000",6.28K,-0.04%
2021년 11월 04일,"5,444,000","5,466,000","5,476,000","5,350,000",9.44K,-0.42%
2021년 11월 03일,"5,467,000","5,383,000","5,495,000","5,259,000",10.43K,1.64%
2021년 11월 02일,"5,379,000","5,136,000","5,395,000","5,092,000",10.84K,4.73%
2021년 11월 01일,"5,136,000","5,075,000","5,200,000","4,950,000",7.56K,1.18%
2021년 10월 31일,"5,076,000","5,140,000","5,239,000","5,000,000",7.58K,-1.25%
2021년 10월 30일,"5,140,000","5,298,000","5,309,000","5,080,000",10.87K,-2.89%
2021년 10월 29일,"5,293,000","5,160,000","5,342,000","5,134,000",15.54K,2.58%
2021년 10월 28일,"5,160,000","4,807,000","5,160,000","4,755,000",16.32K,7.37%
2021년 10월 27일,"4,806,000","4,997,000","5,172,000","4,800,000",12.62K,-3.92%
2021년 10월 26일,"5,002,000","5,102,000","5,138,000","4,980,000",12.32K,-1.98%
2021년 10월 25일,"5,103,000","4,995,000","5,114,000","4,981,000",9.16K,2.10%
2021년 10월 24일,"4,998,000","5,090,000","5,110,000","4,884,000",10.75K,-1.81%
2021년 10월 23일,"5,090,000","4,863,000","5,098,000","4,823,000",9.97K,4.69%
2021년 10월 22일,"4,862,000","4,958,000","5,080,000","4,782,000",13.81K,-1.94%
2021년 10월 21일,"4,958,000","5,019,000","5,274,000","4,912,000",14.85K,-1.24%
2021년 10월 20일,"5,020,000","4,745,000","5,030,000","4,686,000",15.53K,5.77%
2021년 10월 19일,"4,746,000","4,627,000","4,754,000","4,608,000",10.92K,2.64%
2021년 10월 18일,"4,624,000","4,747,000","4,787,000","4,543,000",9.57K,-2.59%
2021년 10월 17일,"4,747,000","4,705,000","4,796,000","4,558,000",13.35K,0.89%
2021년 10월 16일,"4,705,000","4,751,000","4,843,000","4,680,000",8.76K,-0.97%
2021년 10월 15일,"4,751,000","4,611,000","4,763,000","4,557,000",11.86K,3.04%
2021년 10월 14일,"4,611,000","4,388,000","4,641,000","4,367,000",11.64K,5.08%
2021년 10월 13일,"4,388,000","4,315,000","4,397,000","4,204,000",5.02K,1.67%
2021년 10월 12일,"4,316,000","4,375,000","4,375,000","4,225,000",4.63K,-1.35%
2021년 10월 11일,"4,375,000","4,232,000","4,425,000","4,191,000",4.90K,3.40%
2021년 10월 10일,"4,231,000","4,363,000","4,392,000","4,226,000",5.74K,-3.03%
